split,strategy,sigma,fold,sample_idx,y_true,y_pred,uncertainty,noise_scale,injected_noise,dataset,model,rep,_task_model,_task_dataset,_task_rep,_task_strategy,_source
train_oof,legacy,0.0,2,31444,-0.9018465431702611,-1.623515680722507,0.057153328128952643,-1.258027732261987,0.018164443730047494,OpenADMET-LogD,QRF,ECFP4,qrf,logd,ecfp4,legacy,qrf__logd__ecfp4__legacy/logd/QRF_ECFP4_uncertainty_values.csv
test,legacy,0.0,1,31445,2.4053028514729204,1.4138261837572978,1.2568280616371796,0.23272348659269632,0.9447379876469737,OpenADMET-LogD,QRF,ECFP4,qrf,logd,ecfp4,legacy,qrf__logd__ecfp4__legacy/logd/QRF_ECFP4_uncertainty_values.csv
train_oof,legacy,0.0,2,31446,-2.1258757898446126,-0.36541595410539107,0.360598098710754,2.2522549886164485,1.62634437564249,OpenADMET-LogD,QRF,ECFP4,qrf,logd,ecfp4,legacy,qrf__logd__ecfp4__legacy/logd/QRF_ECFP4_uncertainty_values.csv
train_oof,legacy,0.1,0,31447,-2.228107450386868,-1.3156665872646591,-0.09462587776607356,0.9781632795679481,0.0718743738272157,OpenADMET-LogD,QRF,ECFP4,qrf,logd,ecfp4,legacy,qrf__logd__ecfp4__legacy/logd/QRF_ECFP4_uncertainty_values.csv
train_oof,legacy,0.0,3,31448,-0.9513891705530454,0.9939614748451436,-0.5906528298737128,0.32385614795864087,1.7241761367807171,OpenADMET-LogD,QRF,ECFP4,qrf,logd,ecfp4,legacy,qrf__logd__ecfp4__legacy/logd/QRF_ECFP4_uncertainty_values.csv
train_oof,legacy,0.1,2,31449,0.2786739482665792,2.069440406312601,0.3372538958045306,-0.5336837221813471,-0.0006799363004365953,OpenADMET-LogD,QRF,ECFP4,qrf,logd,ecfp4,legacy,qrf__logd__ecfp4__legacy/logd/QRF_ECFP4_uncertainty_values.csv
test,legacy,0.1,4,31450,-0.21426767884950262,0.9131590734934589,-0.2945941553105479,-0.9815429828386965,0.7506508708046786,OpenADMET-LogD,QRF,ECFP4,qrf,logd,ecfp4,legacy,qrf__logd__ecfp4__legacy/logd/QRF_ECFP4_uncertainty_values.csv
train_oof,legacy,0.1,3,31451,-0.8396744773377071,1.3134912297366326,-0.1947753385135557,0.833608840716828,1.391694784418877,OpenADMET-LogD,QRF,ECFP4,qrf,logd,ecfp4,legacy,qrf__logd__ecfp4__legacy/logd/QRF_ECFP4_uncertainty_values.csv
test,legacy,0.0,2,31452,-0.26905451641962064,-0.036288089614216805,1.2095389837399397,2.3548036579644367,0.36364819976777574,OpenADMET-LogD,QRF,ECFP4,qrf,logd,ecfp4,legacy,qrf__logd__ecfp4__legacy/logd/QRF_ECFP4_uncertainty_values.csv
test,legacy,0.1,3,31453,1.232896845351883,-0.35939793574028583,-0.20668542045245974,0.9679123347694631,-0.4390963487024395,OpenADMET-LogD,QRF,ECFP4,qrf,logd,ecfp4,legacy,qrf__logd__ecfp4__legacy/logd/QRF_ECFP4_uncertainty_values.csv
train_oof,legacy,0.0,1,31454,-0.2460245650024834,-0.9409848143804762,0.8647199673988203,-0.9033845613879972,-1.0081903888834727,OpenADMET-LogD,QRF,ECFP4,qrf,logd,ecfp4,legacy,qrf__logd__ecfp4__legacy/logd/QRF_ECFP4_uncertainty_values.csv
train_oof,legacy,0.0,1,31455,-1.3952107592333582,0.5257437945750014,0.7255730505458758,1.5037874678023277,1.5996837235927481,OpenADMET-LogD,QRF,ECFP4,qrf,logd,ecfp4,legacy,qrf__logd__ecfp4__legacy/logd/QRF_ECFP4_uncertainty_values.csv
train_oof,legacy,0.1,3,31456,0.7395751508658055,0.2071715438651801,-0.7807142837230912,0.12060899744721267,-0.08386584833675961,OpenADMET-LogD,QRF,ECFP4,qrf,logd,ecfp4,legacy,qrf__logd__ecfp4__legacy/logd/QRF_ECFP4_uncertainty_values.csv
train_oof,legacy,0.1,1,31457,-1.5848824411369433,-1.8566786876541697,-0.9660920870133626,-2.3105953521234674,1.8221661346828208,OpenADMET-LogD,QRF,ECFP4,qrf,logd,ecfp4,legacy,qrf__logd__ecfp4__legacy/logd/QRF_ECFP4_uncertainty_values.csv
test,legacy,0.0,2,31458,0.3039196064417486,-1.0892682430084073,2.0077027563862817,0.8688964068885793,-0.49636933689979823,OpenADMET-LogD,QRF,ECFP4,qrf,logd,ecfp4,legacy,qrf__logd__ecfp4__legacy/logd/QRF_ECFP4_uncertainty_values.csv
train_oof,legacy,0.0,1,31459,-0.808087030538518,0.39985482615983414,1.6117019405221755,0.8280396221096658,0.7154876618093065,OpenADMET-LogD,QRF,ECFP4,qrf,logd,ecfp4,legacy,qrf__logd__ecfp4__legacy/logd/QRF_ECFP4_uncertainty_values.csv
train_oof,legacy,0.0,1,31460,-0.6092537480356969,-1.0000426494019292,0.7835898378548138,-0.2081505251131448,-1.6444429133495702,OpenADMET-LogD,QRF,ECFP4,qrf,logd,ecfp4,legacy,qrf__logd__ecfp4__legacy/logd/QRF_ECFP4_uncertainty_values.csv
train_oof,legacy,0.0,4,31461,0.8097434119864786,0.13945280235722815,-0.23809628622273,0.055117714129777375,0.3438523160483034,OpenADMET-LogD,QRF,ECFP4,qrf,logd,ecfp4,legacy,qrf__logd__ecfp4__legacy/logd/QRF_ECFP4_uncertainty_values.csv
test,legacy,0.1,2,31462,-0.7214370958983851,-1.2815524629737316,-0.300891589693819,0.06704919730481633,1.1074631697670507,OpenADMET-LogD,QRF,ECFP4,qrf,logd,ecfp4,legacy,qrf__logd__ecfp4__legacy/logd/QRF_ECFP4_uncertainty_values.csv
train_oof,legacy,0.0,1,31463,-0.1422143442150395,-0.1113956954361468,0.7112166797788498,0.14588301911719764,-0.7291912302898799,OpenADMET-LogD,QRF,ECFP4,qrf,logd,ecfp4,legacy,qrf__logd__ecfp4__legacy/logd/QRF_ECFP4_uncertainty_values.csv
train_oof,legacy,0.0,0,31464,0.0037038883267399053,-0.7722328714326228,-0.46531739624940305,-0.11180780503603366,-1.2591544946133195,OpenADMET-LogD,QRF,ECFP4,qrf,logd,ecfp4,legacy,qrf__logd__ecfp4__legacy/logd/QRF_ECFP4_uncertainty_values.csv
train_oof,legacy,0.0,0,31465,-1.5010590081586752,-0.5614457306924762,-0.6767586289386831,-0.7971158506843499,-0.184032093551394,OpenADMET-LogD,QRF,ECFP4,qrf,logd,ecfp4,legacy,qrf__logd__ecfp4__legacy/logd/QRF_ECFP4_uncertainty_values.csv
train_oof,legacy,0.1,4,31466,-0.6014158643609229,-0.45212173245322795,0.27986229242688765,0.33840464012215626,-0.5235778662638406,OpenADMET-LogD,QRF,ECFP4,qrf,logd,ecfp4,legacy,qrf__logd__ecfp4__legacy/logd/QRF_ECFP4_uncertainty_values.csv
test,legacy,0.1,2,31467,0.13474772718987263,1.554423390678749,0.3402016676840297,-0.5018962853532467,-0.2281348154793226,OpenADMET-LogD,QRF,ECFP4,qrf,logd,ecfp4,legacy,qrf__logd__ecfp4__legacy/logd/QRF_ECFP4_uncertainty_values.csv
test,legacy,0.1,2,31468,-1.4613392360514612,-0.7377768472109177,-2.302219698504223,-0.7510217859459971,0.09854858668180705,OpenADMET-LogD,QRF,ECFP4,qrf,logd,ecfp4,legacy,qrf__logd__ecfp4__legacy/logd/QRF_ECFP4_uncertainty_values.csv
test,legacy,0.0,2,31469,0.6752921943117207,0.8927372810172503,-1.3590493139017086,-1.0466911150183682,1.5250236419898915,OpenADMET-LogD,QRF,ECFP4,qrf,logd,ecfp4,legacy,qrf__logd__ecfp4__legacy/logd/QRF_ECFP4_uncertainty_values.csv
test,legacy,0.0,2,31470,-0.7340883292570498,-0.28577002833536885,0.7224577382788976,0.3591692544865224,-0.7919945891199862,OpenADMET-LogD,QRF,ECFP4,qrf,logd,ecfp4,legacy,qrf__logd__ecfp4__legacy/logd/QRF_ECFP4_uncertainty_values.csv
train_oof,legacy,0.1,2,31471,-0.7091105577320099,0.4568400629094618,-0.8521307729151565,0.05835571580710451,1.0920274694062284,OpenADMET-LogD,QRF,ECFP4,qrf,logd,ecfp4,legacy,qrf__logd__ecfp4__legacy/logd/QRF_ECFP4_uncertainty_values.csv
test,legacy,0.1,4,31472,0.46165417809677023,-0.45160061123864664,-0.3688575903677283,-0.5873941603704335,0.6201069899075576,OpenADMET-LogD,QRF,ECFP4,qrf,logd,ecfp4,legacy,qrf__logd__ecfp4__legacy/logd/QRF_ECFP4_uncertainty_values.csv
train_oof,legacy,0.0,4,31473,-0.6740123624614767,0.4549504592917922,-0.8727946621790744,0.9638464090539919,1.3687842154319756,OpenADMET-LogD,QRF,ECFP4,qrf,logd,ecfp4,legacy,qrf__logd__ecfp4__legacy/logd/QRF_ECFP4_uncertainty_values.csv
test,legacy,0.0,2,31474,0.04836867251495774,0.32370781086404576,-1.1238802895536304,0.6843829715826415,0.22343535049275662,OpenADMET-LogD,QRF,ECFP4,qrf,logd,ecfp4,legacy,qrf__logd__ecfp4__legacy/logd/QRF_ECFP4_uncertainty_values.csv
test,legacy,0.0,2,31475,0.1405362662023995,0.20295246889028845,0.4595865169349443,-1.2683018364338552,0.6578482576870684,OpenADMET-LogD,QRF,ECFP4,qrf,logd,ecfp4,legacy,qrf__logd__ecfp4__legacy/logd/QRF_ECFP4_uncertainty_values.csv
test,legacy,0.0,3,31476,0.8450813110762996,0.5571441846752456,0.40807997888782854,0.4470144882762652,0.7244040148320787,OpenADMET-LogD,QRF,ECFP4,qrf,logd,ecfp4,legacy,qrf__logd__ecfp4__legacy/logd/QRF_ECFP4_uncertainty_values.csv
train_oof,legacy,0.1,4,31477,-0.3126992387561731,-0.04325984369870962,1.423390463131121,-1.0318207431024566,-1.335716777623914,OpenADMET-LogD,QRF,ECFP4,qrf,logd,ecfp4,legacy,qrf__logd__ecfp4__legacy/logd/QRF_ECFP4_uncertainty_values.csv
test,legacy,0.0,1,31478,-1.9854841594740982,0.848200989042895,0.5444851237463006,1.0453526639955981,0.5272018127782435,OpenADMET-LogD,QRF,ECFP4,qrf,logd,ecfp4,legacy,qrf__logd__ecfp4__legacy/logd/QRF_ECFP4_uncertainty_values.csv
train_oof,legacy,0.1,0,31479,0.936646263624488,-0.4630739561980235,-1.2934556857990356,-0.058353294276557124,-0.08845935539612278,OpenADMET-LogD,QRF,ECFP4,qrf,logd,ecfp4,legacy,qrf__logd__ecfp4__legacy/logd/QRF_ECFP4_uncertainty_values.csv
test,legacy,0.1,0,31480,0.16452588338424506,-1.4669735744966435,-0.4206880349994232,-1.523346676072598,0.56308918365733,OpenADMET-LogD,QRF,ECFP4,qrf,logd,ecfp4,legacy,qrf__logd__ecfp4__legacy/logd/QRF_ECFP4_uncertainty_values.csv
test,legacy,0.0,0,31481,-0.5576908302376588,-0.5459366471685894,1.386731967992316,1.151541937473399,0.9898590973340924,OpenADMET-LogD,QRF,ECFP4,qrf,logd,ecfp4,legacy,qrf__logd__ecfp4__legacy/logd/QRF_ECFP4_uncertainty_values.csv
train_oof,legacy,0.1,0,31482,-1.5457489178843256,-0.9316826618464069,1.0545155998714966,0.5003979490183961,0.9553345820459287,OpenADMET-LogD,QRF,ECFP4,qrf,logd,ecfp4,legacy,qrf__logd__ecfp4__legacy/logd/QRF_ECFP4_uncertainty_values.csv
train_oof,legacy,0.0,0,31483,1.5687698175304239,-0.17797164553265363,0.33483749717065375,-0.7868932266907027,-1.1559866581457148,OpenADMET-LogD,QRF,ECFP4,qrf,logd,ecfp4,legacy,qrf__logd__ecfp4__legacy/logd/QRF_ECFP4_uncertainty_values.csv
test,legacy,0.1,2,31484,0.9266863181324256,0.032387405893037444,-0.7070906345301676,-1.1366743245624542,-1.1264103108658026,OpenADMET-LogD,QRF,ECFP4,qrf,logd,ecfp4,legacy,qrf__logd__ecfp4__legacy/logd/QRF_ECFP4_uncertainty_values.csv
train_oof,legacy,0.1,1,31485,-0.9869432977947667,0.4923342493684361,2.1758005869512753,-0.793792820398345,-0.8459561066956267,OpenADMET-LogD,QRF,ECFP4,qrf,logd,ecfp4,legacy,qrf__logd__ecfp4__legacy/logd/QRF_ECFP4_uncertainty_values.csv
train_oof,legacy,0.0,4,31486,2.17386116586237,-0.48331097313713817,0.9680690120024473,0.37969707157477667,0.7016428890242179,OpenADMET-LogD,QRF,ECFP4,qrf,logd,ecfp4,legacy,qrf__logd__ecfp4__legacy/logd/QRF_ECFP4_uncertainty_values.csv
train_oof,legacy,0.1,2,31487,0.4785157536673927,-0.990049634372627,-0.5030448517223842,0.8225150691356059,-1.0134413368181254,OpenADMET-LogD,QRF,ECFP4,qrf,logd,ecfp4,legacy,qrf__logd__ecfp4__legacy/logd/QRF_ECFP4_uncertainty_values.csv
test,legacy,0.0,0,31488,0.17452690448997535,1.3390508487259567,2.265600318270294,-0.5009300302447993,0.7711948756749567,OpenADMET-LogD,QRF,ECFP4,qrf,logd,ecfp4,legacy,qrf__logd__ecfp4__legacy/logd/QRF_ECFP4_uncertainty_values.csv
test,legacy,0.0,2,31489,0.7083632695072513,0.5254921129727693,-1.414943258984855,-0.6768302059617284,0.3108078201449619,OpenADMET-LogD,QRF,ECFP4,qrf,logd,ecfp4,legacy,qrf__logd__ecfp4__legacy/logd/QRF_ECFP4_uncertainty_values.csv
train_oof,legacy,0.0,4,31490,0.16103845916359344,-0.20024810668093965,0.02595251993976498,-0.109321661283817,-0.21358381852321826,OpenADMET-LogD,QRF,ECFP4,qrf,logd,ecfp4,legacy,qrf__logd__ecfp4__legacy/logd/QRF_ECFP4_uncertainty_values.csv
train_oof,legacy,0.0,2,31491,-1.1761292484195796,-0.6629825562732152,-0.4763853828134808,-0.9079339434946365,0.5937252583205712,OpenADMET-LogD,QRF,ECFP4,qrf,logd,ecfp4,legacy,qrf__logd__ecfp4__legacy/logd/QRF_ECFP4_uncertainty_values.csv
train_oof,legacy,0.0,4,31492,0.11938689159897983,1.1009112046774474,-0.4840861189859358,-0.6482446463959449,-0.44947600799199994,OpenADMET-LogD,QRF,ECFP4,qrf,logd,ecfp4,legacy,qrf__logd__ecfp4__legacy/logd/QRF_ECFP4_uncertainty_values.csv
test,legacy,0.1,3,31493,0.5304657564240137,1.0297346552624282,0.7907415037951823,-0.5466323058732022,-0.9917715310332733,OpenADMET-LogD,QRF,ECFP4,qrf,logd,ecfp4,legacy,qrf__logd__ecfp4__legacy/logd/QRF_ECFP4_uncertainty_values.csv
test,legacy,0.0,0,31494,0.24649611200088026,-1.7141023259315888,-0.545511525574764,-1.1267807276725619,-1.5378742060517505,OpenADMET-LogD,QRF,ECFP4,qrf,logd,ecfp4,legacy,qrf__logd__ecfp4__legacy/logd/QRF_ECFP4_uncertainty_values.csv
train_oof,legacy,0.1,0,31495,0.08290695306227264,0.6654806328846182,-0.87475167530152,-1.3596944451872452,-1.7258579708428439,OpenADMET-LogD,QRF,ECFP4,qrf,logd,ecfp4,legacy,qrf__logd__ecfp4__legacy/logd/QRF_ECFP4_uncertainty_values.csv
train_oof,legacy,0.0,2,31496,-0.9244190808897373,0.1119932979027217,1.1816261455699768,0.1227058856850327,0.6171522447728792,OpenADMET-LogD,QRF,ECFP4,qrf,logd,ecfp4,legacy,qrf__logd__ecfp4__legacy/logd/QRF_ECFP4_uncertainty_values.csv
train_oof,legacy,0.1,4,31497,0.3931790116393311,-0.6234923540733502,0.5214114091406539,0.3890560121040503,-1.0184148265608415,OpenADMET-LogD,QRF,ECFP4,qrf,logd,ecfp4,legacy,qrf__logd__ecfp4__legacy/logd/QRF_ECFP4_uncertainty_values.csv
test,legacy,0.0,3,31498,0.4707511052479229,-0.1599064538048114,0.8447625516207048,0.6179315940750738,0.6862152177932451,OpenADMET-LogD,QRF,ECFP4,qrf,logd,ecfp4,legacy,qrf__logd__ecfp4__legacy/logd/QRF_ECFP4_uncertainty_values.csv
test,legacy,0.0,2,31499,-1.5584207572925735,0.5564225211245539,-0.06478002989155522,-0.4342065541430642,-1.6315947818103602,OpenADMET-LogD,QRF,ECFP4,qrf,logd,ecfp4,legacy,qrf__logd__ecfp4__legacy/logd/QRF_ECFP4_uncertainty_values.csv
train_oof,legacy,0.1,0,31500,0.61174269010739,-1.045166959400072,-0.5155517414512616,0.9991297788940143,0.42786835713355126,OpenADMET-LogD,QRF,ECFP4,qrf,logd,ecfp4,legacy,qrf__logd__ecfp4__legacy/logd/QRF_ECFP4_uncertainty_values.csv
train_oof,legacy,0.1,0,31501,-0.46643136466985635,0.30562213622806256,0.3887288734886682,0.3227819383980946,-0.6450746739318739,OpenADMET-LogD,QRF,ECFP4,qrf,logd,ecfp4,legacy,qrf__logd__ecfp4__legacy/logd/QRF_ECFP4_uncertainty_values.csv
test,legacy,0.1,2,31502,1.0481426636770708,0.862470372867481,0.43691495495218,-0.894859708529136,-0.19859852781994256,OpenADMET-LogD,QRF,ECFP4,qrf,logd,ecfp4,legacy,qrf__logd__ecfp4__legacy/logd/QRF_ECFP4_uncertainty_values.csv
test,legacy,0.1,2,31503,-0.13169189501402906,-0.28493192490817154,-2.1591313915468495,-0.2815988553186631,0.10549156695757347,OpenADMET-LogD,QRF,ECFP4,qrf,logd,ecfp4,legacy,qrf__logd__ecfp4__legacy/logd/QRF_ECFP4_uncertainty_values.csv
train_oof,legacy,0.0,3,31504,-1.0364903609523413,0.45796079490964914,0.5520613132660442,0.0164556916044752,-0.7180947737551155,OpenADMET-LogD,QRF,ECFP4,qrf,logd,ecfp4,legacy,qrf__logd__ecfp4__legacy/logd/QRF_ECFP4_uncertainty_values.csv
train_oof,legacy,0.0,4,31505,-0.8205097868342158,0.33119760472267923,0.21732867540430223,0.3682979295097111,-1.8946123019016827,OpenADMET-LogD,QRF,ECFP4,qrf,logd,ecfp4,legacy,qrf__logd__ecfp4__legacy/logd/QRF_ECFP4_uncertainty_values.csv
test,legacy,0.0,4,31506,-0.25585929760668624,0.8838978588554751,-0.9676934984814864,1.5915772125523706,-1.742188461548891,OpenADMET-LogD,QRF,ECFP4,qrf,logd,ecfp4,legacy,qrf__logd__ecfp4__legacy/logd/QRF_ECFP4_uncertainty_values.csv
train_oof,legacy,0.1,2,31507,0.032993406814910455,-0.22584772860858418,-0.291386323477152,0.34558548410574125,-2.4393475908211575,OpenADMET-LogD,QRF,ECFP4,qrf,logd,ecfp4,legacy,qrf__logd__ecfp4__legacy/logd/QRF_ECFP4_uncertainty_values.csv
train_oof,legacy,0.1,1,31508,0.3617314777930993,-2.3038428211375828,-1.4611290689608953,0.21827713704360494,-0.14534118989152797,OpenADMET-LogD,QRF,ECFP4,qrf,logd,ecfp4,legacy,qrf__logd__ecfp4__legacy/logd/QRF_ECFP4_uncertainty_values.csv
train_oof,legacy,0.0,4,31509,0.908313333296659,-1.3147412616938203,0.1743461795325461,1.7554749792455784,-1.0631241464565633,OpenADMET-LogD,QRF,ECFP4,qrf,logd,ecfp4,legacy,qrf__logd__ecfp4__legacy/logd/QRF_ECFP4_uncertainty_values.csv
train_oof,legacy,0.1,3,31510,1.1900588995526888,2.3035473129482855,-0.9456316070825318,0.6456026936620406,0.36991280035017643,OpenADMET-LogD,QRF,ECFP4,qrf,logd,ecfp4,legacy,qrf__logd__ecfp4__legacy/logd/QRF_ECFP4_uncertainty_values.csv
test,legacy,0.1,3,31511,-0.8407592838719644,-0.8635365489348411,0.3951612380148492,-0.8580031718795771,-0.08544508616647964,OpenADMET-LogD,QRF,ECFP4,qrf,logd,ecfp4,legacy,qrf__logd__ecfp4__legacy/logd/QRF_ECFP4_uncertainty_values.csv
test,legacy,0.0,2,31512,0.28893896196598695,1.063454984659438,-0.27093985392269165,0.9059620232888376,0.11912240550285934,OpenADMET-LogD,QRF,ECFP4,qrf,logd,ecfp4,legacy,qrf__logd__ecfp4__legacy/logd/QRF_ECFP4_uncertainty_values.csv
test,legacy,0.0,3,31513,-1.912329187354408,0.3916210242424667,0.980872167293378,0.03120136776612434,0.8776912567515074,OpenADMET-LogD,QRF,ECFP4,qrf,logd,ecfp4,legacy,qrf__logd__ecfp4__legacy/logd/QRF_ECFP4_uncertainty_values.csv
train_oof,legacy,0.1,2,31514,0.3962119204252513,-0.21624522414490702,-1.2397719206560558,0.37789900817238953,-0.4529016062542169,OpenADMET-LogD,QRF,ECFP4,qrf,logd,ecfp4,legacy,qrf__logd__ecfp4__legacy/logd/QRF_ECFP4_uncertainty_values.csv
test,legacy,0.1,0,31515,-1.474204133550278,-0.8916131571620104,-0.13485522146699214,0.13354399448821058,-1.3215108860418403,OpenADMET-LogD,QRF,ECFP4,qrf,logd,ecfp4,legacy,qrf__logd__ecfp4__legacy/logd/QRF_ECFP4_uncertainty_values.csv
train_oof,legacy,0.1,0,31516,-2.1276976254416877,-1.585633976442123,0.711399979036453,1.3895540188398368,-0.5573308969442945,OpenADMET-LogD,QRF,ECFP4,qrf,logd,ecfp4,legacy,qrf__logd__ecfp4__legacy/logd/QRF_ECFP4_uncertainty_values.csv
train_oof,legacy,0.0,4,31517,-0.752241153541177,0.6394284384039978,1.2125423832453663,0.5377327613045036,-0.16356314188323537,OpenADMET-LogD,QRF,ECFP4,qrf,logd,ecfp4,legacy,qrf__logd__ecfp4__legacy/logd/QRF_ECFP4_uncertainty_values.csv
test,legacy,0.1,2,31518,0.49321882777654413,-0.018030973323476068,-0.36824387402027936,0.3471408035185637,-0.04319018319208713,OpenADMET-LogD,QRF,ECFP4,qrf,logd,ecfp4,legacy,qrf__logd__ecfp4__legacy/logd/QRF_ECFP4_uncertainty_values.csv
train_oof,legacy,0.1,2,31519,-1.819313250918083,1.4757503753025367,0.8537885732526179,0.5567901245900563,-0.3707509169124741,OpenADMET-LogD,QRF,ECFP4,qrf,logd,ecfp4,legacy,qrf__logd__ecfp4__legacy/logd/QRF_ECFP4_uncertainty_values.csv
test,legacy,0.1,4,31520,0.2446663470632736,1.074414127798249,-0.8474036276984958,0.0029046222368514984,-0.34809615101974273,OpenADMET-LogD,QRF,ECFP4,qrf,logd,ecfp4,legacy,qrf__logd__ecfp4__legacy/logd/QRF_ECFP4_uncertainty_values.csv
test,legacy,0.0,3,31521,-0.3155266381006471,-0.736300471392891,-1.6388748330529985,-0.7237046636868953,1.0932367433342496,OpenADMET-LogD,QRF,ECFP4,qrf,logd,ecfp4,legacy,qrf__logd__ecfp4__legacy/logd/QRF_ECFP4_uncertainty_values.csv
test,legacy,0.0,0,31522,-1.0941462914773703,-0.5546443909908529,-0.17158721446776148,0.5934685393764043,-0.08458188950445084,OpenADMET-LogD,QRF,ECFP4,qrf,logd,ecfp4,legacy,qrf__logd__ecfp4__legacy/logd/QRF_ECFP4_uncertainty_values.csv
test,legacy,0.1,3,31523,-1.1594610921604291,0.08753318991997178,2.3588110979825014,-0.25643446133824405,0.3505251133306638,OpenADMET-LogD,QRF,ECFP4,qrf,logd,ecfp4,legacy,qrf__logd__ecfp4__legacy/logd/QRF_ECFP4_uncertainty_values.csv
train_oof,legacy,0.1,3,31524,0.8252277262693309,0.11017098179035677,-0.5953701290879071,0.07175120554134629,0.5386062421650231,OpenADMET-LogD,QRF,ECFP4,qrf,logd,ecfp4,legacy,qrf__logd__ecfp4__legacy/logd/QRF_ECFP4_uncertainty_values.csv
test,legacy,0.0,0,31525,-0.44426692821241337,-0.02555696299887323,0.7961592909799635,-0.6202807830316841,2.1373630147259677,OpenADMET-LogD,QRF,ECFP4,qrf,logd,ecfp4,legacy,qrf__logd__ecfp4__legacy/logd/QRF_ECFP4_uncertainty_values.csv
test,legacy,0.1,4,31526,-1.232824832639437,-0.09179196452684475,-1.6905464654829405,-0.28660253340875996,1.36319553775015,OpenADMET-LogD,QRF,ECFP4,qrf,logd,ecfp4,legacy,qrf__logd__ecfp4__legacy/logd/QRF_ECFP4_uncertainty_values.csv
train_oof,legacy,0.0,4,31527,-0.24637399271288424,0.7219292279396795,0.8951620076852393,1.4378026610118015,-0.12105224257472265,OpenADMET-LogD,QRF,ECFP4,qrf,logd,ecfp4,legacy,qrf__logd__ecfp4__legacy/logd/QRF_ECFP4_uncertainty_values.csv
train_oof,legacy,0.1,1,31528,-0.08811794165477936,-0.8632703538280696,0.7740033370954781,-1.9221165348224456,0.7210213231915641,OpenADMET-LogD,QRF,ECFP4,qrf,logd,ecfp4,legacy,qrf__logd__ecfp4__legacy/logd/QRF_ECFP4_uncertainty_values.csv
train_oof,legacy,0.0,2,31529,-1.068279894712526,-0.5509369024008423,-1.7737333630801853,0.30553357302183604,-0.7183948946776121,OpenADMET-LogD,QRF,ECFP4,qrf,logd,ecfp4,legacy,qrf__logd__ecfp4__legacy/logd/QRF_ECFP4_uncertainty_values.csv
train_oof,legacy,0.0,1,31530,0.2639506818457506,0.4544603332914621,1.8793087091570941,0.24815589173845612,-0.8043624116877335,OpenADMET-LogD,QRF,ECFP4,qrf,logd,ecfp4,legacy,qrf__logd__ecfp4__legacy/logd/QRF_ECFP4_uncertainty_values.csv
test,legacy,0.0,0,31531,-0.7459196707384056,0.7128351116573125,1.309218730746428,0.22386953302096488,0.47112892899993414,OpenADMET-LogD,QRF,ECFP4,qrf,logd,ecfp4,legacy,qrf__logd__ecfp4__legacy/logd/QRF_ECFP4_uncertainty_values.csv
test,legacy,0.1,4,31532,-0.3713831496439778,0.3531599598757901,0.6475203223638705,-0.28489284288058875,0.3081965596399911,OpenADMET-LogD,QRF,ECFP4,qrf,logd,ecfp4,legacy,qrf__logd__ecfp4__legacy/logd/QRF_ECFP4_uncertainty_values.csv
train_oof,legacy,0.1,1,31533,0.18800490951978527,-0.9351072125835513,0.5680944276503209,-0.28885519036630075,2.0388927458395707,OpenADMET-LogD,QRF,ECFP4,qrf,logd,ecfp4,legacy,qrf__logd__ecfp4__legacy/logd/QRF_ECFP4_uncertainty_values.csv
test,legacy,0.0,3,31534,-0.9469126334214403,0.2469173336888894,1.4972849036278073,-0.3574858901771353,-0.7355557562002337,OpenADMET-LogD,QRF,ECFP4,qrf,logd,ecfp4,legacy,qrf__logd__ecfp4__legacy/logd/QRF_ECFP4_uncertainty_values.csv
train_oof,legacy,0.1,4,31535,0.4119351897867232,1.5398594961409342,1.0885761992389074,0.8896885337103401,-1.2742945793496419,OpenADMET-LogD,QRF,ECFP4,qrf,logd,ecfp4,legacy,qrf__logd__ecfp4__legacy/logd/QRF_ECFP4_uncertainty_values.csv
test,legacy,0.1,3,31536,1.604296342789794,0.8942672937330319,0.2523536428621643,-0.9647539854329196,0.9139041137384911,OpenADMET-LogD,QRF,ECFP4,qrf,logd,ecfp4,legacy,qrf__logd__ecfp4__legacy/logd/QRF_ECFP4_uncertainty_values.csv
test,legacy,0.1,4,31537,-0.6148799435254162,-0.0680199212864757,-2.0197884209951495,0.4160880259748629,0.3688199756866697,OpenADMET-LogD,QRF,ECFP4,qrf,logd,ecfp4,legacy,qrf__logd__ecfp4__legacy/logd/QRF_ECFP4_uncertainty_values.csv
test,legacy,0.1,4,31538,1.1984833251614229,0.3839876989373955,1.3831202006851135,0.8090942831511327,2.2067592238913414,OpenADMET-LogD,QRF,ECFP4,qrf,logd,ecfp4,legacy,qrf__logd__ecfp4__legacy/logd/QRF_ECFP4_uncertainty_values.csv
train_oof,legacy,0.1,2,31539,2.0510924761917217,-0.23725489426183663,0.8613225112051565,-0.22304400793761803,1.882988646110895,OpenADMET-LogD,QRF,ECFP4,qrf,logd,ecfp4,legacy,qrf__logd__ecfp4__legacy/logd/QRF_ECFP4_uncertainty_values.csv
train_oof,legacy,0.1,0,31540,-1.5249142301376317,-0.7924305131564812,-0.1281238833441417,1.4095143194158546,-0.8278708472807023,OpenADMET-LogD,QRF,ECFP4,qrf,logd,ecfp4,legacy,qrf__logd__ecfp4__legacy/logd/QRF_ECFP4_uncertainty_values.csv
