pyg_position,gdb9_sdf_row_zero_based,qm9_name,smiles_from_pyg,listed_as_uncharacterised,rdkit_failure
63460,65124,gdb_65125,[H]C([H])([H])C1(C2([H])C34([H])OC23([H])C4([H])[H])C([H])([H])C1([H])[H],0,"Explicit valence for atom # 7 C, 5, is greater than permitted"
63463,65127,gdb_65128,[H]C([H])([H])[C@]1(C2([H])C34([H])OC23([H])C4([H])[H])OC1([H])[H],0,"Explicit valence for atom # 7 C, 5, is greater than permitted"
63466,65130,gdb_65131,[H]OC1(C2([H])C34([H])OC23([H])C4([H])[H])C([H])([H])C1([H])[H],0,"Explicit valence for atom # 5 C, 5, is greater than permitted"
63997,65661,gdb_65662,[H]C(=O)C([H])([H])C1(C([H])([H])[H])C23([H])OC12([H])C3([H])[H],0,"Explicit valence for atom # 11 C, 5, is greater than permitted"
64000,65664,gdb_65665,[H]C(=O)N([H])C1(C([H])([H])[H])C23([H])OC12([H])C3([H])[H],0,"Explicit valence for atom # 10 C, 5, is greater than permitted"
64002,65666,gdb_65667,[H][N-][C+]([H])OC1(C([H])([H])[H])C23([H])OC12([H])C3([H])[H],0,"Explicit valence for atom # 10 C, 5, is greater than permitted"
64004,65668,gdb_65669,[H]C(=O)OC1(C([H])([H])[H])C23([H])OC12([H])C3([H])[H],0,"Explicit valence for atom # 9 C, 5, is greater than permitted"
64006,65670,gdb_65671,[H]OC1(C([H])([H])C([H])=O)C23([H])OC12([H])C3([H])[H],0,"Explicit valence for atom # 9 C, 5, is greater than permitted"
64828,66494,gdb_66495,[H]C([H])([H])[C@@]12[N@H+]3[C@]1([H])[C@]1([H])O[C@]34[NH2+]C124[H],0,"Explicit valence for atom # 13 C, 5, is greater than permitted"
64831,66498,gdb_66499,[H]O[C@]12[C@]3([H])[C@@]1([H])[C@@]1([H])O[C@]34[NH2+]C214[H],0,"Explicit valence for atom # 12 C, 5, is greater than permitted"
64834,66502,gdb_66503,[H]C([H])([H])[C@@]12[N@@H+]3[C@@]45[NH2+]C4([H])([C@@]31[H])[C@]2([H])O5,0,"Explicit valence for atom # 8 C, 5, is greater than permitted"
64837,66505,gdb_66506,[H]O[C@]12[C@]3([H])[C@@]1([H])C14([H])[NH2+][C@]31O[C@@]24[H],0,"Explicit valence for atom # 7 C, 5, is greater than permitted"
65391,67068,gdb_67069,[H]O[C@@]12C(=O)C([H])([H])C134OC23([H])C4([H])[H],0,"Explicit valence for atom # 8 C, 5, is greater than permitted"
65416,67093,gdb_67094,[H]C1=C([H])C234OC25([H])[C@]3([H])[C@]1([H])[C@]54C([H])([H])[H],0,"Explicit valence for atom # 4 C, 5, is greater than permitted"
65420,67097,gdb_67098,[H]O[C@]12[C@]3([H])C([H])=C([H])C145OC24([H])[C@]35[H],0,"Explicit valence for atom # 9 C, 5, is greater than permitted"
65427,67104,gdb_67105,[H]C1([H])C([H])([H])C234OC25([H])[C@]3(C([H])([H])[H])[C@]1([H])[C@]54[H],0,"Explicit valence for atom # 6 C, 5, is greater than permitted"
65430,67107,gdb_67108,[H]C1([H])[N@@H+]2[C@@]3([H])C45([H])OC34(C1([H])[H])[C@]25C([H])([H])[H],0,"Explicit valence for atom # 6 C, 5, is greater than permitted"
65431,67108,gdb_67109,[H]C([H])([H])[C@]12[C@]3([H])OC([H])([H])C145OC24([H])[C@]35[H],0,"Explicit valence for atom # 11 C, 5, is greater than permitted"
65437,67114,gdb_67115,[H]O[C@@]12[C@@]3([H])C([H])([H])C([H])([H])C145OC24([H])[C@@]35[H],0,"Explicit valence for atom # 11 C, 5, is greater than permitted"
65439,67116,gdb_67117,[H]O[C@]12[C@]3([H])OC([H])([H])C145OC24([H])[C@]35[H],0,"Explicit valence for atom # 9 C, 5, is greater than permitted"
65616,67294,gdb_67295,[H]C([H])([H])[C@]12[C@]3(C([H])([H])C3([H])[H])[C@]3([H])C14([H])OC324[H],0,"Explicit valence for atom # 14 C, 5, is greater than permitted"
65617,67295,gdb_67296,[H]N1C([H])([H])[C@]12[C@]1([H])C34([H])OC13([H])[C@@]24C([H])([H])[H],0,"Explicit valence for atom # 8 C, 5, is greater than permitted"
65618,67296,gdb_67297,[H]C1([H])O[C@@]12[C@]1([H])C34([H])OC13([H])[C@@]24C([H])([H])[H],0,"Explicit valence for atom # 7 C, 5, is greater than permitted"
65625,67303,gdb_67304,[H]O[C@]12[C@]3(C([H])([H])C3([H])[H])[C@]3([H])C14([H])OC324[H],0,"Explicit valence for atom # 12 C, 5, is greater than permitted"
65626,67304,gdb_67305,[H]O[C@]12[C@]3(N([H])C3([H])[H])[C@]3([H])C14([H])OC324[H],0,"Explicit valence for atom # 11 C, 5, is greater than permitted"
65627,67305,gdb_67306,[H]O[C@]12[C@]3(OC3([H])[H])[C@]3([H])C14([H])OC324[H],0,"Explicit valence for atom # 10 C, 5, is greater than permitted"
65634,67312,gdb_67313,[H]C#C[C@]1([H])[C@]2([H])C34([H])OC23([H])[C@@]14C([H])([H])[H],0,"Explicit valence for atom # 7 C, 5, is greater than permitted"
65635,67313,gdb_67314,[H]C([H])([H])[C@]12[C@]([H])(C#N)[C@]3([H])C14([H])OC324[H],0,"Explicit valence for atom # 11 C, 5, is greater than permitted"
65638,67316,gdb_67317,[H]N([H])[C@]12[C@]([H])(C#N)[C@]3([H])C14([H])OC324[H],0,"Explicit valence for atom # 10 C, 5, is greater than permitted"
65645,67323,gdb_67324,[H]C#C[C@]1([H])[C@]2([H])C34([H])OC23([H])[C@@]14O[H],0,"Explicit valence for atom # 7 C, 5, is greater than permitted"
65646,67324,gdb_67325,[H]O[C@]12[C@]([H])(C#N)[C@]3([H])C14([H])OC324[H],0,"Explicit valence for atom # 9 C, 5, is greater than permitted"
65652,67330,gdb_67331,[H]C(=O)[C@]1([H])[C@]2([H])C34([H])OC23([H])[C@@]14C([H])([H])[H],0,"Explicit valence for atom # 7 C, 5, is greater than permitted"
65653,67331,gdb_67332,[H]C(=O)N1[C@]2([H])C34([H])OC23([H])[C@@]14C([H])([H])[H],0,"Explicit valence for atom # 6 C, 5, is greater than permitted"
65666,67344,gdb_67345,[H]C1([H])C(=O)[C@]2(C([H])([H])[H])C34([H])OC23([H])[C@@]14[H],0,"Explicit valence for atom # 10 C, 5, is greater than permitted"
65667,67345,gdb_67346,[H]N1C(=O)[C@]2(C([H])([H])[H])C34([H])OC23([H])[C@@]14[H],0,"Explicit valence for atom # 9 C, 5, is greater than permitted"
65668,67346,gdb_67347,[H][N-]C1O[C@]2([H])C34([H])OC23([H])[C@@]14C([H])([H])[H],0,"Explicit valence for atom # 6 C, 5, is greater than permitted"
65669,67347,gdb_67348,[H]C([H])([H])[C@]12C(=O)O[C@]3([H])C14([H])OC324[H],0,"Explicit valence for atom # 10 C, 5, is greater than permitted"
65674,67352,gdb_67353,[H]N1C(=O)[C@]2(N([H])[H])C34([H])OC23([H])[C@@]14[H],0,"Explicit valence for atom # 8 C, 5, is greater than permitted"
65686,67364,gdb_67365,[H]O[C@]12C(=O)C([H])([H])[C@]3([H])C14([H])OC234[H],0,"Explicit valence for atom # 10 C, 5, is greater than permitted"
65687,67365,gdb_67366,[H][N-]C1N([H])[C@]2([H])C34([H])OC23([H])[C@@]14O[H],0,"Explicit valence for atom # 7 C, 5, is greater than permitted"
65688,67366,gdb_67367,[H]O[C@]12C(=O)N([H])[C@]3([H])C14([H])OC234[H],0,"Explicit valence for atom # 9 C, 5, is greater than permitted"
65881,67559,gdb_67560,[H]C1([H])[C@@]2([H])[C@]3([H])C45([H])OC34([H])[C@@]5(C([H])([H])[H])[C@@]12[H],0,"Explicit valence for atom # 7 C, 5, is greater than permitted"
65884,67562,gdb_67563,[H]C1([H])[N@H+]2[C@]3([H])C45([H])OC34([H])[C@@]5(C([H])([H])[H])[C@]21[H],0,"Explicit valence for atom # 6 C, 5, is greater than permitted"
65887,67565,gdb_67566,[H]N1[C@@]2([H])[C@]3([H])C45([H])OC34([H])[C@@]5(C([H])([H])[H])[C@@]12[H],0,"Explicit valence for atom # 6 C, 5, is greater than permitted"
65888,67566,gdb_67567,[H]C1([H])[N@H+]2[C@]3(C([H])([H])[H])C45([H])OC34([H])[C@@]5([H])[C@]21[H],0,"Explicit valence for atom # 9 C, 5, is greater than permitted"
65891,67569,gdb_67570,[H]C([H])([H])[C@]12[C@@]3([H])O[C@@]3([H])[C@]3([H])C14([H])OC324[H],0,"Explicit valence for atom # 12 C, 5, is greater than permitted"
65893,67571,gdb_67572,[H]O[C@]12[C@@]3([H])C([H])([H])[C@@]3([H])[C@]3([H])C14([H])OC324[H],0,"Explicit valence for atom # 12 C, 5, is greater than permitted"
65897,67575,gdb_67576,[H]O[C@]12[C@]3([H])[N@@H+](C3([H])[H])[C@]3([H])C14([H])OC324[H],0,"Explicit valence for atom # 11 C, 5, is greater than permitted"
65899,67577,gdb_67578,[H]O[C@]12[C@@]3([H])N([H])[C@@]3([H])[C@]3([H])C14([H])OC324[H],0,"Explicit valence for atom # 11 C, 5, is greater than permitted"
65902,67580,gdb_67581,[H]O[C@]12[C@@]3([H])O[C@@]3([H])[C@]3([H])C14([H])OC324[H],0,"Explicit valence for atom # 10 C, 5, is greater than permitted"
66048,67728,gdb_67729,[H]C1=C([H])[C@]2(C([H])([H])[H])C34([H])OC23([H])[C@@]14C([H])([H])[H],0,"Explicit valence for atom # 9 C, 5, is greater than permitted"
66051,67731,gdb_67732,[H]O[C@]12C([H])=C([H])[C@]3(C([H])([H])[H])C14([H])OC234[H],0,"Explicit valence for atom # 12 C, 5, is greater than permitted"
66054,67734,gdb_67735,[H]O[C@]12C([H])=C([H])[C@]3(O[H])C14([H])OC234[H],0,"Explicit valence for atom # 10 C, 5, is greater than permitted"
66067,67747,gdb_67748,[H]C1=C([H])C234OC25([H])[C@]3([H])[C@]1(C([H])([H])[H])[C@]54[H],0,"Explicit valence for atom # 4 C, 5, is greater than permitted"
66070,67750,gdb_67751,[H]O[C@@]12C([H])=C([H])C345OC3([H])([C@]14[H])[C@@]25[H],0,"Explicit valence for atom # 7 C, 5, is greater than permitted"
66151,67831,gdb_67832,[H]C1=C([H])[C@]2(C([H])([H])[H])C34([H])OC23(C1([H])[H])C4([H])[H],0,"Explicit valence for atom # 9 C, 5, is greater than permitted"
66154,67834,gdb_67835,[H]O[C@]12C([H])=C([H])C([H])([H])C134OC23([H])C4([H])[H],0,"Explicit valence for atom # 10 C, 5, is greater than permitted"
66198,67878,gdb_67879,[H]C1=C([H])[C@]2(C([H])([H])[H])C34([H])OC23([H])[C@@]4([H])C1([H])[H],0,"Explicit valence for atom # 9 C, 5, is greater than permitted"
66200,67880,gdb_67881,[H]C1=N[C@]2(C([H])([H])[H])C34([H])OC23([H])[C@@]4([H])N1[H],0,"Explicit valence for atom # 8 C, 5, is greater than permitted"
66203,67883,gdb_67884,[H]C1=N[C@]2(C([H])([H])[H])C34([H])OC23([H])[C@@]4([H])O1,0,"Explicit valence for atom # 8 C, 5, is greater than permitted"
66205,67885,gdb_67886,[H]O[C@]12/C([H])=C(/[H])C([H])([H])[C@]3([H])C14([H])OC234[H],0,"Explicit valence for atom # 12 C, 5, is greater than permitted"
66294,67974,gdb_67975,[H]C([H])([H])[C@]12C([H])([H])C(=O)[C@]3([H])C14([H])OC324[H],0,"Explicit valence for atom # 12 C, 5, is greater than permitted"
66297,67977,gdb_67978,[H]N1C(=O)[C@]2([H])C34([H])OC23([H])[C@@]14C([H])([H])[H],0,"Explicit valence for atom # 6 C, 5, is greater than permitted"
66300,67980,gdb_67981,[H][N-]C1O[C@]2(C([H])([H])[H])C34([H])OC23([H])[C@@]14[H],0,"Explicit valence for atom # 9 C, 5, is greater than permitted"
66303,67983,gdb_67984,[H]C([H])([H])[C@]12OC(=O)[C@]3([H])C14([H])OC324[H],0,"Explicit valence for atom # 10 C, 5, is greater than permitted"
66306,67986,gdb_67987,[H]O[C@]12C([H])([H])C(=O)[C@]3([H])C14([H])OC324[H],0,"Explicit valence for atom # 10 C, 5, is greater than permitted"
66352,68032,gdb_68033,[H]C([H])([H])C1(C([H])([H])[H])C23(C([H])([H])[H])OC12(C([H])([H])[H])C3([H])[H],0,"Explicit valence for atom # 9 C, 5, is greater than permitted"
66375,68055,gdb_68056,[H]C#CC1([H])C23(C([H])([H])[H])OC12(C([H])([H])[H])C3([H])[H],0,"Explicit valence for atom # 5 C, 5, is greater than permitted"
66383,68063,gdb_68064,[H]C(=O)C1([H])C23(C([H])([H])[H])OC12(C([H])([H])[H])C3([H])[H],0,"Explicit valence for atom # 5 C, 5, is greater than permitted"
66430,68110,gdb_68111,[H]C1([H])C([H])([H])C1([H])C123OC1(C([H])([H])[H])(C2([H])[H])C3([H])[H],0,"Explicit valence for atom # 8 C, 5, is greater than permitted"
66431,68111,gdb_68112,[H]N1C([H])([H])[C@]1([H])C123OC1(C([H])([H])[H])(C2([H])[H])C3([H])[H],0,"Explicit valence for atom # 7 C, 5, is greater than permitted"
66432,68112,gdb_68113,[H]C1([H])O[C@@]1([H])C123OC1(C([H])([H])[H])(C2([H])[H])C3([H])[H],0,"Explicit valence for atom # 6 C, 5, is greater than permitted"
66585,68265,gdb_68266,[H]C#C[C@@]1(C([H])([H])[H])C23([H])OC12(C([H])([H])[H])C3([H])[H],0,"Explicit valence for atom # 8 C, 5, is greater than permitted"
66586,68266,gdb_68267,[H]C([H])([H])[C@]1(C#N)C23([H])OC12(C([H])([H])[H])C3([H])[H],0,"Explicit valence for atom # 7 C, 5, is greater than permitted"
66588,68268,gdb_68269,[H]C#C[C@@]1(O[H])C23([H])OC12(C([H])([H])[H])C3([H])[H],0,"Explicit valence for atom # 6 C, 5, is greater than permitted"
66602,68282,gdb_68283,[H]C(=O)[C@@]1(C([H])([H])[H])C23([H])OC12(C([H])([H])[H])C3([H])[H],0,"Explicit valence for atom # 8 C, 5, is greater than permitted"
66609,68289,gdb_68290,[H]C1([H])C([H])([H])C2(C1([H])[H])C13([H])OC21(C([H])([H])[H])C3([H])[H],0,"Explicit valence for atom # 10 C, 5, is greater than permitted"
66611,68291,gdb_68292,[H]C1([H])OC([H])([H])C12C13([H])OC21(C([H])([H])[H])C3([H])[H],0,"Explicit valence for atom # 8 C, 5, is greater than permitted"
66621,68301,gdb_68302,[H]C1([H])C([H])([H])C1([H])[C@]1([H])C23([H])OC12(C([H])([H])[H])C3([H])[H],0,"Explicit valence for atom # 10 C, 5, is greater than permitted"
66622,68302,gdb_68303,[H]C1([H])O[C@@]1([H])[C@]1([H])C23([H])OC12(C([H])([H])[H])C3([H])[H],0,"Explicit valence for atom # 8 C, 5, is greater than permitted"
66623,68303,gdb_68304,[H]C1([H])[NH+]([C@]2([H])C34([H])OC23(C([H])([H])[H])C4([H])[H])C1([H])[H],0,"Explicit valence for atom # 6 C, 5, is greater than permitted"
66635,68315,gdb_68316,[H]C#CC([H])([H])[C@]1([H])C23([H])OC12(C([H])([H])[H])C3([H])[H],0,"Explicit valence for atom # 8 C, 5, is greater than permitted"
66636,68316,gdb_68317,[H]C([H])(C#N)[C@]1([H])C23([H])OC12(C([H])([H])[H])C3([H])[H],0,"Explicit valence for atom # 7 C, 5, is greater than permitted"
66648,68328,gdb_68329,[H]C(=O)C([H])([H])[C@]1([H])C23([H])OC12(C([H])([H])[H])C3([H])[H],0,"Explicit valence for atom # 8 C, 5, is greater than permitted"
66649,68329,gdb_68330,[H]C(=O)N([H])[C@]1([H])C23([H])OC12(C([H])([H])[H])C3([H])[H],0,"Explicit valence for atom # 7 C, 5, is greater than permitted"
66898,68578,gdb_68579,[H]C#CC([H])([H])C123OC1(C([H])([H])[H])(C2([H])[H])C3([H])[H],0,"Explicit valence for atom # 6 C, 5, is greater than permitted"
66900,68580,gdb_68581,[H]C([H])([H])C123OC1(C([H])([H])C#N)(C2([H])[H])C3([H])[H],0,"Explicit valence for atom # 4 C, 5, is greater than permitted"
66975,68655,gdb_68656,[H]C(=O)C([H])([H])C123OC1(C([H])([H])[H])(C2([H])[H])C3([H])[H],0,"Explicit valence for atom # 6 C, 5, is greater than permitted"
68041,69723,gdb_69724,[H]C([H])([H])[C@]12C([H])([H])[C@@]1([H])[C@]1([H])C34([H])OC13([H])[C@@]24[H],0,"Explicit valence for atom # 12 C, 5, is greater than permitted"
68044,69726,gdb_69727,[H]C([H])([H])[C@@]12[N@@H+](C1([H])[H])[C@]1([H])C34([H])OC13([H])[C@@]24[H],0,"Explicit valence for atom # 11 C, 5, is greater than permitted"
68046,69728,gdb_69729,[H]N1[C@@]2([H])[C@]3([H])C45([H])OC34([H])[C@@]5([H])[C@@]12C([H])([H])[H],0,"Explicit valence for atom # 6 C, 5, is greater than permitted"
68049,69731,gdb_69732,[H]C([H])([H])[C@]12O[C@@]1([H])[C@]1([H])C34([H])OC13([H])[C@@]24[H],0,"Explicit valence for atom # 10 C, 5, is greater than permitted"
68052,69734,gdb_69735,[H]O[C@]12C([H])([H])[C@@]1([H])[C@]1([H])C34([H])OC13([H])[C@@]24[H],0,"Explicit valence for atom # 10 C, 5, is greater than permitted"
69082,70764,gdb_70765,[H]C#C[C@]12C([H])([H])[C@]3(C([H])([H])[H])C14([H])OC234[H],0,"Explicit valence for atom # 12 C, 5, is greater than permitted"
69086,70768,gdb_70769,[H]C([H])([H])[C@]12C([H])([H])[C@]3(C#N)C14([H])OC324[H],0,"Explicit valence for atom # 11 C, 5, is greater than permitted"
69088,70770,gdb_70771,[H]C#C[C@]12N([H])[C@]3(C([H])([H])[H])C14([H])OC234[H],0,"Explicit valence for atom # 11 C, 5, is greater than permitted"
69091,70773,gdb_70774,[H]N1[C@]2(C#N)C34([H])OC23([H])[C@@]14C([H])([H])[H],0,"Explicit valence for atom # 5 C, 5, is greater than permitted"
69092,70774,gdb_70775,[H]C#CC123OC14(C([H])([H])[H])[C@@]2([H])C([H])([H])[C@]34[H],0,"Explicit valence for atom # 3 C, 5, is greater than permitted"
69095,70777,gdb_70778,[H]C1([H])[C@@]2([H])C34(C#N)OC23(C([H])([H])[H])[C@]14[H],0,"Explicit valence for atom # 5 C, 5, is greater than permitted"
69100,70782,gdb_70783,[H]C#C[C@]12C([H])([H])[C@]3(O[H])C14([H])OC234[H],0,"Explicit valence for atom # 10 C, 5, is greater than permitted"
69103,70785,gdb_70786,[H]O[C@]12C([H])([H])[C@]3(C#N)C14([H])OC324[H],0,"Explicit valence for atom # 9 C, 5, is greater than permitted"
69129,70811,gdb_70812,[H]C1=C([H])[C@]2([H])C34(C([H])([H])[H])OC23(C([H])([H])[H])[C@@]14[H],0,"Explicit valence for atom # 6 C, 5, is greater than permitted"
69133,70815,gdb_70816,[H]C([H])([H])[C@]12C([H])([H])[C@]3(C([H])([H])[H])C14([H])OC234C([H])([H])[H],0,"Explicit valence for atom # 13 C, 5, is greater than permitted"
69138,70820,gdb_70821,[H]O[C@]12C([H])([H])[C@]3(C([H])([H])[H])C14([H])OC324C([H])([H])[H],0,"Explicit valence for atom # 11 C, 5, is greater than permitted"
69139,70821,gdb_70822,[H]C([H])([H])C123OC14(C([H])([H])[H])[C@]2([H])C([H])([H])[C@@]34C([H])([H])[H],0,"Explicit valence for atom # 4 C, 5, is greater than permitted"
69142,70824,gdb_70825,[H]N1[C@]2(C([H])([H])[H])C34([H])OC23(C([H])([H])[H])[C@@]14C([H])([H])[H],0,"Explicit valence for atom # 7 C, 5, is greater than permitted"
69145,70827,gdb_70828,[H]O[C@]12C([H])([H])[C@]3([H])C14(C([H])([H])[H])OC324C([H])([H])[H],0,"Explicit valence for atom # 8 C, 5, is greater than permitted"
69147,70829,gdb_70830,[H]O[C@]12C([H])([H])[C@]3(O[H])C14([H])OC234C([H])([H])[H],0,"Explicit valence for atom # 9 C, 5, is greater than permitted"
69153,70835,gdb_70836,[H]C([H])([H])C123OC14(C([H])([H])[H])[C@]2([H])C([H])([H])C([H])([H])[C@@]34[H],0,"Explicit valence for atom # 4 C, 5, is greater than permitted"
69235,70917,gdb_70918,[H]C1=C([H])C234OC2(C([H])([H])[H])(C3([H])[H])[C@]4([H])C1([H])[H],0,"Explicit valence for atom # 4 C, 5, is greater than permitted"
69240,70922,gdb_70923,[H]C1=C([H])[C@@]2([H])C34(C([H])([H])[H])OC23(C1([H])[H])C4([H])[H],0,"Explicit valence for atom # 6 C, 5, is greater than permitted"
69248,70930,gdb_70931,[H]C1([H])C([H])([H])[C@@]2([H])C34(C([H])([H])[H])OC23(C1([H])[H])C4([H])[H],0,"Explicit valence for atom # 8 C, 5, is greater than permitted"
69249,70931,gdb_70932,[H]C1([H])O[C@@]2([H])C34(C([H])([H])[H])OC23(C1([H])[H])C4([H])[H],0,"Explicit valence for atom # 6 C, 5, is greater than permitted"
69250,70932,gdb_70933,[H]C1([H])OC([H])([H])C234OC2(C([H])([H])[H])(C3([H])[H])[C@]14[H],0,"Explicit valence for atom # 7 C, 5, is greater than permitted"
69258,70940,gdb_70941,[H]C(=O)[C@]12C([H])([H])[C@]3(C([H])([H])[H])C14([H])OC234[H],0,"Explicit valence for atom # 12 C, 5, is greater than permitted"
69260,70942,gdb_70943,[H]C(=O)[C@]12N([H])[C@]3(C([H])([H])[H])C14([H])OC234[H],0,"Explicit valence for atom # 11 C, 5, is greater than permitted"
69261,70943,gdb_70944,[H]C(=O)C123OC14(C([H])([H])[H])[C@@]2([H])C([H])([H])[C@]34[H],0,"Explicit valence for atom # 3 C, 5, is greater than permitted"
69266,70948,gdb_70949,[H]O[C@]12C([H])([H])[C@]3(C([H])=O)C14([H])OC234[H],0,"Explicit valence for atom # 10 C, 5, is greater than permitted"
69338,71021,gdb_71022,[H]C1=C([H])C234OC25(C([H])([H])[H])[C@@]3([H])[C@@]1([H])[C@]45[H],0,"Explicit valence for atom # 4 C, 5, is greater than permitted"
69348,71031,gdb_71032,[H]C1([H])C([H])([H])C234OC25(C([H])([H])[H])[C@]3([H])[C@]1([H])[C@]54[H],0,"Explicit valence for atom # 6 C, 5, is greater than permitted"
69349,71032,gdb_71033,[H]C1([H])[N@@H+]2[C@@]3([H])C45(C([H])([H])[H])OC34(C1([H])[H])[C@]25[H],0,"Explicit valence for atom # 6 C, 5, is greater than permitted"
69350,71033,gdb_71034,[H]C([H])([H])C123OC145C([H])([H])O[C@]([H])([C@@]24[H])[C@]35[H],0,"Explicit valence for atom # 4 C, 5, is greater than permitted"
69630,71313,gdb_71314,[H]C#C[C@]1([H])[C@@]2([H])C34([H])OC23(C([H])([H])[H])[C@]14[H],0,"Explicit valence for atom # 7 C, 5, is greater than permitted"
69631,71314,gdb_71315,[H]C([H])([H])C123OC14([H])[C@]2([H])[C@@]([H])(C#N)[C@]43[H],0,"Explicit valence for atom # 4 C, 5, is greater than permitted"
69650,71333,gdb_71334,[H]C(=O)[C@]1([H])[C@@]2([H])C34([H])OC23(C([H])([H])[H])[C@]14[H],0,"Explicit valence for atom # 7 C, 5, is greater than permitted"
69661,71344,gdb_71345,[H]C1([H])C([H])([H])C12[C@@]1([H])C34([H])OC13(C([H])([H])[H])[C@]24[H],0,"Explicit valence for atom # 9 C, 5, is greater than permitted"
69662,71345,gdb_71346,[H]N1C([H])([H])[C@]12[C@@]1([H])C34([H])OC13(C([H])([H])[H])[C@]24[H],0,"Explicit valence for atom # 8 C, 5, is greater than permitted"
69663,71346,gdb_71347,[H]C1([H])O[C@@]12[C@@]1([H])C34([H])OC13(C([H])([H])[H])[C@]24[H],0,"Explicit valence for atom # 7 C, 5, is greater than permitted"
69676,71359,gdb_71360,[H]C1([H])[C@@]2([H])[C@]1([H])[C@]1([H])C34([H])OC13(C([H])([H])[H])[C@@]24[H],0,"Explicit valence for atom # 9 C, 5, is greater than permitted"
69677,71360,gdb_71361,[H]C1([H])[N@@H+]2[C@@]1([H])[C@@]1([H])C34([H])OC13(C([H])([H])[H])[C@]24[H],0,"Explicit valence for atom # 8 C, 5, is greater than permitted"
69678,71361,gdb_71362,[H]N1[C@@]2([H])[C@]1([H])[C@]1([H])C34([H])OC13(C([H])([H])[H])[C@@]24[H],0,"Explicit valence for atom # 8 C, 5, is greater than permitted"
69679,71362,gdb_71363,[H]C([H])([H])C123OC14([H])[C@]2([H])[C@@]1([H])O[C@@]1([H])[C@]43[H],0,"Explicit valence for atom # 4 C, 5, is greater than permitted"
69806,71489,gdb_71490,[H]C1=C([H])[C@]2(C([H])([H])[H])C34([H])OC23(C([H])([H])[H])[C@@]14[H],0,"Explicit valence for atom # 9 C, 5, is greater than permitted"
69807,71490,gdb_71491,[H]O[C@@]12C([H])=C([H])[C@@]3([H])C14([H])OC324C([H])([H])[H],0,"Explicit valence for atom # 9 C, 5, is greater than permitted"
69823,71506,gdb_71507,[H]C1([H])C(=O)[C@]2([H])C34([H])OC23(C([H])([H])[H])[C@@]14[H],0,"Explicit valence for atom # 7 C, 5, is greater than permitted"
69824,71507,gdb_71508,[H]N1C(=O)[C@]2([H])C34([H])OC23(C([H])([H])[H])[C@@]14[H],0,"Explicit valence for atom # 6 C, 5, is greater than permitted"
69825,71508,gdb_71509,[H][N-]C1O[C@@]2([H])C34([H])OC23(C([H])([H])[H])[C@]14[H],0,"Explicit valence for atom # 6 C, 5, is greater than permitted"
69826,71509,gdb_71510,[H]C([H])([H])C123OC14([H])[C@]2([H])OC(=O)[C@]43[H],0,"Explicit valence for atom # 4 C, 5, is greater than permitted"
69835,71518,gdb_71519,[H]C#CC123OC14([H])[C@@]2(C([H])([H])[H])C([H])([H])[C@@]43[H],0,"Explicit valence for atom # 3 C, 5, is greater than permitted"
69836,71519,gdb_71520,[H]C([H])([H])[C@@]12C([H])([H])[C@@]3([H])C14([H])OC234C#N,0,"Explicit valence for atom # 10 C, 5, is greater than permitted"
69845,71528,gdb_71529,[H]N1[C@@]2([H])C34([H])OC23(C#N)[C@]14C([H])([H])[H],0,"Explicit valence for atom # 4 C, 5, is greater than permitted"
69846,71529,gdb_71530,[H]C#C[C@@]12C([H])([H])[C@@]3([H])C14([H])OC324C([H])([H])[H],0,"Explicit valence for atom # 9 C, 5, is greater than permitted"
69847,71530,gdb_71531,[H]C1([H])[C@@]2([H])C34([H])OC23(C([H])([H])[H])[C@]14C#N,0,"Explicit valence for atom # 5 C, 5, is greater than permitted"
69852,71536,gdb_71537,[H]N([H])[C@@]12C([H])([H])[C@@]3([H])C14([H])OC324C#N,0,"Explicit valence for atom # 9 C, 5, is greater than permitted"
69858,71542,gdb_71543,[H]C#CC123OC14([H])[C@]2([H])C([H])([H])[C@]43O[H],0,"Explicit valence for atom # 3 C, 5, is greater than permitted"
69859,71543,gdb_71544,[H]O[C@@]12C([H])([H])[C@@]3([H])C14([H])OC324C#N,0,"Explicit valence for atom # 8 C, 5, is greater than permitted"
69864,71548,gdb_71549,[H]C(=O)C123OC14([H])[C@@]2(C([H])([H])[H])C([H])([H])[C@@]43[H],0,"Explicit valence for atom # 3 C, 5, is greater than permitted"
69868,71552,gdb_71553,[H]C(=O)C123OC14([H])[C@]2([H])N([H])[C@]43C([H])([H])[H],0,"Explicit valence for atom # 3 C, 5, is greater than permitted"
69869,71553,gdb_71554,[H]C(=O)[C@@]12C([H])([H])[C@@]3([H])C14([H])OC324C([H])([H])[H],0,"Explicit valence for atom # 9 C, 5, is greater than permitted"
69870,71554,gdb_71555,[H]C(=O)[C@@]12N([H])[C@@]3([H])C14([H])OC324C([H])([H])[H],0,"Explicit valence for atom # 8 C, 5, is greater than permitted"
69874,71558,gdb_71559,[H]O[C@@]12C([H])([H])[C@@]3([H])C14([H])OC324C([H])=O,0,"Explicit valence for atom # 8 C, 5, is greater than permitted"
69902,71586,gdb_71587,[H]C1=C([H])[C@]2([H])C34([H])OC23(C([H])([H])[H])[C@@]4([H])C1([H])[H],0,"Explicit valence for atom # 6 C, 5, is greater than permitted"
