split,strategy,sigma,fold,sample_idx,y_true,y_pred,uncertainty,noise_scale,noise_pattern,injected_noise,dataset,model,rep,oof_folds_ok,task_model,task_dataset,task_rep,task_strategy
test,legacy,1.0,1,19,1.0,1.0,0.3,1.0,1.0,0.0,logd,GP,PDV,,gp,logd,pdv,legacy
test,legacy,0.0,2,0,1.0,1.0,0.3,0.0,1.0,0.0,logd,GP,PDV,,gp,logd,pdv,legacy
test,legacy,0.0,2,1,1.0,1.0,0.3,0.0,1.0,0.0,logd,GP,PDV,,gp,logd,pdv,legacy
test,legacy,0.0,2,2,1.0,1.0,0.3,0.0,1.0,0.0,logd,GP,PDV,,gp,logd,pdv,legacy
test,legacy,0.0,2,3,1.0,1.0,0.3,0.0,1.0,0.0,logd,GP,PDV,,gp,logd,pdv,legacy
test,legacy,0.0,2,4,1.0,1.0,0.3,0.0,1.0,0.0,logd,GP,PDV,,gp,logd,pdv,legacy
test,legacy,0.0,2,5,1.0,1.0,0.3,0.0,1.0,0.0,logd,GP,PDV,,gp,logd,pdv,legacy
test,legacy,0.0,2,6,1.0,1.0,0.3,0.0,1.0,0.0,logd,GP,PDV,,gp,logd,pdv,legacy
test,legacy,0.0,2,7,1.0,1.0,0.3,0.0,1.0,0.0,logd,GP,PDV,,gp,logd,pdv,legacy
test,legacy,0.0,2,8,1.0,1.0,0.3,0.0,1.0,0.0,logd,GP,PDV,,gp,logd,pdv,legacy
test,legacy,0.0,2,9,1.0,1.0,0.3,0.0,1.0,0.0,logd,GP,PDV,,gp,logd,pdv,legacy
test,legacy,0.0,2,10,1.0,1.0,0.3,0.0,1.0,0.0,logd,GP,PDV,,gp,logd,pdv,legacy
test,legacy,0.0,2,11,1.0,1.0,0.3,0.0,1.0,0.0,logd,GP,PDV,,gp,logd,pdv,legacy
test,legacy,0.0,2,12,1.0,1.0,0.3,0.0,1.0,0.0,logd,GP,PDV,,gp,logd,pdv,legacy
test,legacy,0.0,2,13,1.0,1.0,0.3,0.0,1.0,0.0,logd,GP,PDV,,gp,logd,pdv,legacy
test,legacy,0.0,2,14,1.0,1.0,0.3,0.0,1.0,0.0,logd,GP,PDV,,gp,logd,pdv,legacy
test,legacy,0.0,2,15,1.0,1.0,0.3,0.0,1.0,0.0,logd,GP,PDV,,gp,logd,pdv,legacy
test,legacy,0.0,2,16,1.0,1.0,0.3,0.0,1.0,0.0,logd,GP,PDV,,gp,logd,pdv,legacy
test,legacy,0.0,2,17,1.0,1.0,0.3,0.0,1.0,0.0,logd,GP,PDV,,gp,logd,pdv,legacy
test,legacy,0.0,2,18,1.0,1.0,0.3,0.0,1.0,0.0,logd,GP,PDV,,gp,logd,pdv,legacy
test,legacy,0.0,2,19,1.0,1.0,0.3,0.0,1.0,0.0,logd,GP,PDV,,gp,logd,pdv,legacy
test,legacy,0.1,2,0,1.0,1.0,0.3,0.1,1.0,0.0,logd,GP,PDV,,gp,logd,pdv,legacy
test,legacy,0.1,2,1,1.0,1.0,0.3,0.1,1.0,0.0,logd,GP,PDV,,gp,logd,pdv,legacy
test,legacy,0.1,2,2,1.0,1.0,0.3,0.1,1.0,0.0,logd,GP,PDV,,gp,logd,pdv,legacy
test,legacy,0.1,2,3,1.0,1.0,0.3,0.1,1.0,0.0,logd,GP,PDV,,gp,logd,pdv,legacy
test,legacy,0.1,2,4,1.0,1.0,0.3,0.1,1.0,0.0,logd,GP,PDV,,gp,logd,pdv,legacy
test,legacy,0.1,2,5,1.0,1.0,0.3,0.1,1.0,0.0,logd,GP,PDV,,gp,logd,pdv,legacy
test,legacy,0.1,2,6,1.0,1.0,0.3,0.1,1.0,0.0,logd,GP,PDV,,gp,logd,pdv,legacy
test,legacy,0.1,2,7,1.0,1.0,0.3,0.1,1.0,0.0,logd,GP,PDV,,gp,logd,pdv,legacy
test,legacy,0.1,2,8,1.0,1.0,0.3,0.1,1.0,0.0,logd,GP,PDV,,gp,logd,pdv,legacy
test,legacy,0.1,2,9,1.0,1.0,0.3,0.1,1.0,0.0,logd,GP,PDV,,gp,logd,pdv,legacy
test,legacy,0.1,2,10,1.0,1.0,0.3,0.1,1.0,0.0,logd,GP,PDV,,gp,logd,pdv,legacy
test,legacy,0.1,2,11,1.0,1.0,0.3,0.1,1.0,0.0,logd,GP,PDV,,gp,logd,pdv,legacy
test,legacy,0.1,2,12,1.0,1.0,0.3,0.1,1.0,0.0,logd,GP,PDV,,gp,logd,pdv,legacy
test,legacy,0.1,2,13,1.0,1.0,0.3,0.1,1.0,0.0,logd,GP,PDV,,gp,logd,pdv,legacy
test,legacy,0.1,2,14,1.0,1.0,0.3,0.1,1.0,0.0,logd,GP,PDV,,gp,logd,pdv,legacy
test,legacy,0.1,2,15,1.0,1.0,0.3,0.1,1.0,0.0,logd,GP,PDV,,gp,logd,pdv,legacy
test,legacy,0.1,2,16,1.0,1.0,0.3,0.1,1.0,0.0,logd,GP,PDV,,gp,logd,pdv,legacy
test,legacy,0.1,2,17,1.0,1.0,0.3,0.1,1.0,0.0,logd,GP,PDV,,gp,logd,pdv,legacy
test,legacy,0.1,2,18,1.0,1.0,0.3,0.1,1.0,0.0,logd,GP,PDV,,gp,logd,pdv,legacy
test,legacy,0.1,2,19,1.0,1.0,0.3,0.1,1.0,0.0,logd,GP,PDV,,gp,logd,pdv,legacy
test,legacy,0.2,2,0,1.0,1.0,0.3,0.2,1.0,0.0,logd,GP,PDV,,gp,logd,pdv,legacy
test,legacy,0.2,2,1,1.0,1.0,0.3,0.2,1.0,0.0,logd,GP,PDV,,gp,logd,pdv,legacy
test,legacy,0.2,2,2,1.0,1.0,0.3,0.2,1.0,0.0,logd,GP,PDV,,gp,logd,pdv,legacy
test,legacy,0.2,2,3,1.0,1.0,0.3,0.2,1.0,0.0,logd,GP,PDV,,gp,logd,pdv,legacy
test,legacy,0.2,2,4,1.0,1.0,0.3,0.2,1.0,0.0,logd,GP,PDV,,gp,logd,pdv,legacy
test,legacy,0.2,2,5,1.0,1.0,0.3,0.2,1.0,0.0,logd,GP,PDV,,gp,logd,pdv,legacy
test,legacy,0.2,2,6,1.0,1.0,0.3,0.2,1.0,0.0,logd,GP,PDV,,gp,logd,pdv,legacy
test,legacy,0.2,2,7,1.0,1.0,0.3,0.2,1.0,0.0,logd,GP,PDV,,gp,logd,pdv,legacy
test,legacy,0.2,2,8,1.0,1.0,0.3,0.2,1.0,0.0,logd,GP,PDV,,gp,logd,pdv,legacy
test,legacy,0.2,2,9,1.0,1.0,0.3,0.2,1.0,0.0,logd,GP,PDV,,gp,logd,pdv,legacy
test,legacy,0.2,2,10,1.0,1.0,0.3,0.2,1.0,0.0,logd,GP,PDV,,gp,logd,pdv,legacy
test,legacy,0.2,2,11,1.0,1.0,0.3,0.2,1.0,0.0,logd,GP,PDV,,gp,logd,pdv,legacy
test,legacy,0.2,2,12,1.0,1.0,0.3,0.2,1.0,0.0,logd,GP,PDV,,gp,logd,pdv,legacy
test,legacy,0.2,2,13,1.0,1.0,0.3,0.2,1.0,0.0,logd,GP,PDV,,gp,logd,pdv,legacy
test,legacy,0.2,2,14,1.0,1.0,0.3,0.2,1.0,0.0,logd,GP,PDV,,gp,logd,pdv,legacy
test,legacy,0.2,2,15,1.0,1.0,0.3,0.2,1.0,0.0,logd,GP,PDV,,gp,logd,pdv,legacy
test,legacy,0.2,2,16,1.0,1.0,0.3,0.2,1.0,0.0,logd,GP,PDV,,gp,logd,pdv,legacy
test,legacy,0.2,2,17,1.0,1.0,0.3,0.2,1.0,0.0,logd,GP,PDV,,gp,logd,pdv,legacy
test,legacy,0.2,2,18,1.0,1.0,0.3,0.2,1.0,0.0,logd,GP,PDV,,gp,logd,pdv,legacy
test,legacy,0.2,2,19,1.0,1.0,0.3,0.2,1.0,0.0,logd,GP,PDV,,gp,logd,pdv,legacy
test,legacy,0.3,2,0,1.0,1.0,0.3,0.3,1.0,0.0,logd,GP,PDV,,gp,logd,pdv,legacy
test,legacy,0.3,2,1,1.0,1.0,0.3,0.3,1.0,0.0,logd,GP,PDV,,gp,logd,pdv,legacy
test,legacy,0.3,2,2,1.0,1.0,0.3,0.3,1.0,0.0,logd,GP,PDV,,gp,logd,pdv,legacy
test,legacy,0.3,2,3,1.0,1.0,0.3,0.3,1.0,0.0,logd,GP,PDV,,gp,logd,pdv,legacy
test,legacy,0.3,2,4,1.0,1.0,0.3,0.3,1.0,0.0,logd,GP,PDV,,gp,logd,pdv,legacy
test,legacy,0.3,2,5,1.0,1.0,0.3,0.3,1.0,0.0,logd,GP,PDV,,gp,logd,pdv,legacy
test,legacy,0.3,2,6,1.0,1.0,0.3,0.3,1.0,0.0,logd,GP,PDV,,gp,logd,pdv,legacy
test,legacy,0.3,2,7,1.0,1.0,0.3,0.3,1.0,0.0,logd,GP,PDV,,gp,logd,pdv,legacy
test,legacy,0.3,2,8,1.0,1.0,0.3,0.3,1.0,0.0,logd,GP,PDV,,gp,logd,pdv,legacy
test,legacy,0.3,2,9,1.0,1.0,0.3,0.3,1.0,0.0,logd,GP,PDV,,gp,logd,pdv,legacy
test,legacy,0.3,2,10,1.0,1.0,0.3,0.3,1.0,0.0,logd,GP,PDV,,gp,logd,pdv,legacy
test,legacy,0.3,2,11,1.0,1.0,0.3,0.3,1.0,0.0,logd,GP,PDV,,gp,logd,pdv,legacy
test,legacy,0.3,2,12,1.0,1.0,0.3,0.3,1.0,0.0,logd,GP,PDV,,gp,logd,pdv,legacy
test,legacy,0.3,2,13,1.0,1.0,0.3,0.3,1.0,0.0,logd,GP,PDV,,gp,logd,pdv,legacy
test,legacy,0.3,2,14,1.0,1.0,0.3,0.3,1.0,0.0,logd,GP,PDV,,gp,logd,pdv,legacy
test,legacy,0.3,2,15,1.0,1.0,0.3,0.3,1.0,0.0,logd,GP,PDV,,gp,logd,pdv,legacy
test,legacy,0.3,2,16,1.0,1.0,0.3,0.3,1.0,0.0,logd,GP,PDV,,gp,logd,pdv,legacy
test,legacy,0.3,2,17,1.0,1.0,0.3,0.3,1.0,0.0,logd,GP,PDV,,gp,logd,pdv,legacy
test,legacy,0.3,2,18,1.0,1.0,0.3,0.3,1.0,0.0,logd,GP,PDV,,gp,logd,pdv,legacy
test,legacy,0.3,2,19,1.0,1.0,0.3,0.3,1.0,0.0,logd,GP,PDV,,gp,logd,pdv,legacy
test,legacy,0.4,2,0,1.0,1.0,0.3,0.4,1.0,0.0,logd,GP,PDV,,gp,logd,pdv,legacy
test,legacy,0.4,2,1,1.0,1.0,0.3,0.4,1.0,0.0,logd,GP,PDV,,gp,logd,pdv,legacy
test,legacy,0.4,2,2,1.0,1.0,0.3,0.4,1.0,0.0,logd,GP,PDV,,gp,logd,pdv,legacy
test,legacy,0.4,2,3,1.0,1.0,0.3,0.4,1.0,0.0,logd,GP,PDV,,gp,logd,pdv,legacy
test,legacy,0.4,2,4,1.0,1.0,0.3,0.4,1.0,0.0,logd,GP,PDV,,gp,logd,pdv,legacy
test,legacy,0.4,2,5,1.0,1.0,0.3,0.4,1.0,0.0,logd,GP,PDV,,gp,logd,pdv,legacy
test,legacy,0.4,2,6,1.0,1.0,0.3,0.4,1.0,0.0,logd,GP,PDV,,gp,logd,pdv,legacy
test,legacy,0.4,2,7,1.0,1.0,0.3,0.4,1.0,0.0,logd,GP,PDV,,gp,logd,pdv,legacy
test,legacy,0.4,2,8,1.0,1.0,0.3,0.4,1.0,0.0,logd,GP,PDV,,gp,logd,pdv,legacy
test,legacy,0.4,2,9,1.0,1.0,0.3,0.4,1.0,0.0,logd,GP,PDV,,gp,logd,pdv,legacy
test,legacy,0.4,2,10,1.0,1.0,0.3,0.4,1.0,0.0,logd,GP,PDV,,gp,logd,pdv,legacy
test,legacy,0.4,2,11,1.0,1.0,0.3,0.4,1.0,0.0,logd,GP,PDV,,gp,logd,pdv,legacy
test,legacy,0.4,2,12,1.0,1.0,0.3,0.4,1.0,0.0,logd,GP,PDV,,gp,logd,pdv,legacy
test,legacy,0.4,2,13,1.0,1.0,0.3,0.4,1.0,0.0,logd,GP,PDV,,gp,logd,pdv,legacy
test,legacy,0.4,2,14,1.0,1.0,0.3,0.4,1.0,0.0,logd,GP,PDV,,gp,logd,pdv,legacy
test,legacy,0.4,2,15,1.0,1.0,0.3,0.4,1.0,0.0,logd,GP,PDV,,gp,logd,pdv,legacy
test,legacy,0.4,2,16,1.0,1.0,0.3,0.4,1.0,0.0,logd,GP,PDV,,gp,logd,pdv,legacy
test,legacy,0.4,2,17,1.0,1.0,0.3,0.4,1.0,0.0,logd,GP,PDV,,gp,logd,pdv,legacy
test,legacy,0.4,2,18,1.0,1.0,0.3,0.4,1.0,0.0,logd,GP,PDV,,gp,logd,pdv,legacy
test,legacy,0.4,2,19,1.0,1.0,0.3,0.4,1.0,0.0,logd,GP,PDV,,gp,logd,pdv,legacy
test,legacy,0.5,2,0,1.0,1.0,0.3,0.5,1.0,0.0,logd,GP,PDV,,gp,logd,pdv,legacy
test,legacy,0.5,2,1,1.0,1.0,0.3,0.5,1.0,0.0,logd,GP,PDV,,gp,logd,pdv,legacy
test,legacy,0.5,2,2,1.0,1.0,0.3,0.5,1.0,0.0,logd,GP,PDV,,gp,logd,pdv,legacy
test,legacy,0.5,2,3,1.0,1.0,0.3,0.5,1.0,0.0,logd,GP,PDV,,gp,logd,pdv,legacy
test,legacy,0.5,2,4,1.0,1.0,0.3,0.5,1.0,0.0,logd,GP,PDV,,gp,logd,pdv,legacy
test,legacy,0.5,2,5,1.0,1.0,0.3,0.5,1.0,0.0,logd,GP,PDV,,gp,logd,pdv,legacy
test,legacy,0.5,2,6,1.0,1.0,0.3,0.5,1.0,0.0,logd,GP,PDV,,gp,logd,pdv,legacy
test,legacy,0.5,2,7,1.0,1.0,0.3,0.5,1.0,0.0,logd,GP,PDV,,gp,logd,pdv,legacy
test,legacy,0.5,2,8,1.0,1.0,0.3,0.5,1.0,0.0,logd,GP,PDV,,gp,logd,pdv,legacy
test,legacy,0.5,2,9,1.0,1.0,0.3,0.5,1.0,0.0,logd,GP,PDV,,gp,logd,pdv,legacy
test,legacy,0.5,2,10,1.0,1.0,0.3,0.5,1.0,0.0,logd,GP,PDV,,gp,logd,pdv,legacy
test,legacy,0.5,2,11,1.0,1.0,0.3,0.5,1.0,0.0,logd,GP,PDV,,gp,logd,pdv,legacy
test,legacy,0.5,2,12,1.0,1.0,0.3,0.5,1.0,0.0,logd,GP,PDV,,gp,logd,pdv,legacy
test,legacy,0.5,2,13,1.0,1.0,0.3,0.5,1.0,0.0,logd,GP,PDV,,gp,logd,pdv,legacy
test,legacy,0.5,2,14,1.0,1.0,0.3,0.5,1.0,0.0,logd,GP,PDV,,gp,logd,pdv,legacy
test,legacy,0.5,2,15,1.0,1.0,0.3,0.5,1.0,0.0,logd,GP,PDV,,gp,logd,pdv,legacy
test,legacy,0.5,2,16,1.0,1.0,0.3,0.5,1.0,0.0,logd,GP,PDV,,gp,logd,pdv,legacy
test,legacy,0.5,2,17,1.0,1.0,0.3,0.5,1.0,0.0,logd,GP,PDV,,gp,logd,pdv,legacy
test,legacy,0.5,2,18,1.0,1.0,0.3,0.5,1.0,0.0,logd,GP,PDV,,gp,logd,pdv,legacy
test,legacy,0.5,2,19,1.0,1.0,0.3,0.5,1.0,0.0,logd,GP,PDV,,gp,logd,pdv,legacy
test,legacy,0.6,2,0,1.0,1.0,0.3,0.6,1.0,0.0,logd,GP,PDV,,gp,logd,pdv,legacy
test,legacy,0.6,2,1,1.0,1.0,0.3,0.6,1.0,0.0,logd,GP,PDV,,gp,logd,pdv,legacy
test,legacy,0.6,2,2,1.0,1.0,0.3,0.6,1.0,0.0,logd,GP,PDV,,gp,logd,pdv,legacy
test,legacy,0.6,2,3,1.0,1.0,0.3,0.6,1.0,0.0,logd,GP,PDV,,gp,logd,pdv,legacy
test,legacy,0.6,2,4,1.0,1.0,0.3,0.6,1.0,0.0,logd,GP,PDV,,gp,logd,pdv,legacy
test,legacy,0.6,2,5,1.0,1.0,0.3,0.6,1.0,0.0,logd,GP,PDV,,gp,logd,pdv,legacy
test,legacy,0.6,2,6,1.0,1.0,0.3,0.6,1.0,0.0,logd,GP,PDV,,gp,logd,pdv,legacy
test,legacy,0.6,2,7,1.0,1.0,0.3,0.6,1.0,0.0,logd,GP,PDV,,gp,logd,pdv,legacy
test,legacy,0.6,2,8,1.0,1.0,0.3,0.6,1.0,0.0,logd,GP,PDV,,gp,logd,pdv,legacy
test,legacy,0.6,2,9,1.0,1.0,0.3,0.6,1.0,0.0,logd,GP,PDV,,gp,logd,pdv,legacy
test,legacy,0.6,2,10,1.0,1.0,0.3,0.6,1.0,0.0,logd,GP,PDV,,gp,logd,pdv,legacy
test,legacy,0.6,2,11,1.0,1.0,0.3,0.6,1.0,0.0,logd,GP,PDV,,gp,logd,pdv,legacy
test,legacy,0.6,2,12,1.0,1.0,0.3,0.6,1.0,0.0,logd,GP,PDV,,gp,logd,pdv,legacy
test,legacy,0.6,2,13,1.0,1.0,0.3,0.6,1.0,0.0,logd,GP,PDV,,gp,logd,pdv,legacy
test,legacy,0.6,2,14,1.0,1.0,0.3,0.6,1.0,0.0,logd,GP,PDV,,gp,logd,pdv,legacy
test,legacy,0.6,2,15,1.0,1.0,0.3,0.6,1.0,0.0,logd,GP,PDV,,gp,logd,pdv,legacy
test,legacy,0.6,2,16,1.0,1.0,0.3,0.6,1.0,0.0,logd,GP,PDV,,gp,logd,pdv,legacy
test,legacy,0.6,2,17,1.0,1.0,0.3,0.6,1.0,0.0,logd,GP,PDV,,gp,logd,pdv,legacy
test,legacy,0.6,2,18,1.0,1.0,0.3,0.6,1.0,0.0,logd,GP,PDV,,gp,logd,pdv,legacy
test,legacy,0.6,2,19,1.0,1.0,0.3,0.6,1.0,0.0,logd,GP,PDV,,gp,logd,pdv,legacy
test,legacy,0.7,2,0,1.0,1.0,0.3,0.7,1.0,0.0,logd,GP,PDV,,gp,logd,pdv,legacy
test,legacy,0.7,2,1,1.0,1.0,0.3,0.7,1.0,0.0,logd,GP,PDV,,gp,logd,pdv,legacy
test,legacy,0.7,2,2,1.0,1.0,0.3,0.7,1.0,0.0,logd,GP,PDV,,gp,logd,pdv,legacy
test,legacy,0.7,2,3,1.0,1.0,0.3,0.7,1.0,0.0,logd,GP,PDV,,gp,logd,pdv,legacy
test,legacy,0.7,2,4,1.0,1.0,0.3,0.7,1.0,0.0,logd,GP,PDV,,gp,logd,pdv,legacy
test,legacy,0.7,2,5,1.0,1.0,0.3,0.7,1.0,0.0,logd,GP,PDV,,gp,logd,pdv,legacy
test,legacy,0.7,2,6,1.0,1.0,0.3,0.7,1.0,0.0,logd,GP,PDV,,gp,logd,pdv,legacy
test,legacy,0.7,2,7,1.0,1.0,0.3,0.7,1.0,0.0,logd,GP,PDV,,gp,logd,pdv,legacy
test,legacy,0.7,2,8,1.0,1.0,0.3,0.7,1.0,0.0,logd,GP,PDV,,gp,logd,pdv,legacy
test,legacy,0.7,2,9,1.0,1.0,0.3,0.7,1.0,0.0,logd,GP,PDV,,gp,logd,pdv,legacy
test,legacy,0.7,2,10,1.0,1.0,0.3,0.7,1.0,0.0,logd,GP,PDV,,gp,logd,pdv,legacy
test,legacy,0.7,2,11,1.0,1.0,0.3,0.7,1.0,0.0,logd,GP,PDV,,gp,logd,pdv,legacy
test,legacy,0.7,2,12,1.0,1.0,0.3,0.7,1.0,0.0,logd,GP,PDV,,gp,logd,pdv,legacy
test,legacy,0.7,2,13,1.0,1.0,0.3,0.7,1.0,0.0,logd,GP,PDV,,gp,logd,pdv,legacy
test,legacy,0.7,2,14,1.0,1.0,0.3,0.7,1.0,0.0,logd,GP,PDV,,gp,logd,pdv,legacy
test,legacy,0.7,2,15,1.0,1.0,0.3,0.7,1.0,0.0,logd,GP,PDV,,gp,logd,pdv,legacy
test,legacy,0.7,2,16,1.0,1.0,0.3,0.7,1.0,0.0,logd,GP,PDV,,gp,logd,pdv,legacy
test,legacy,0.7,2,17,1.0,1.0,0.3,0.7,1.0,0.0,logd,GP,PDV,,gp,logd,pdv,legacy
test,legacy,0.7,2,18,1.0,1.0,0.3,0.7,1.0,0.0,logd,GP,PDV,,gp,logd,pdv,legacy
test,legacy,0.7,2,19,1.0,1.0,0.3,0.7,1.0,0.0,logd,GP,PDV,,gp,logd,pdv,legacy
test,legacy,0.8,2,0,1.0,1.0,0.3,0.8,1.0,0.0,logd,GP,PDV,,gp,logd,pdv,legacy
test,legacy,0.8,2,1,1.0,1.0,0.3,0.8,1.0,0.0,logd,GP,PDV,,gp,logd,pdv,legacy
test,legacy,0.8,2,2,1.0,1.0,0.3,0.8,1.0,0.0,logd,GP,PDV,,gp,logd,pdv,legacy
test,legacy,0.8,2,3,1.0,1.0,0.3,0.8,1.0,0.0,logd,GP,PDV,,gp,logd,pdv,legacy
test,legacy,0.8,2,4,1.0,1.0,0.3,0.8,1.0,0.0,logd,GP,PDV,,gp,logd,pdv,legacy
test,legacy,0.8,2,5,1.0,1.0,0.3,0.8,1.0,0.0,logd,GP,PDV,,gp,logd,pdv,legacy
test,legacy,0.8,2,6,1.0,1.0,0.3,0.8,1.0,0.0,logd,GP,PDV,,gp,logd,pdv,legacy
test,legacy,0.8,2,7,1.0,1.0,0.3,0.8,1.0,0.0,logd,GP,PDV,,gp,logd,pdv,legacy
test,legacy,0.8,2,8,1.0,1.0,0.3,0.8,1.0,0.0,logd,GP,PDV,,gp,logd,pdv,legacy
test,legacy,0.8,2,9,1.0,1.0,0.3,0.8,1.0,0.0,logd,GP,PDV,,gp,logd,pdv,legacy
test,legacy,0.8,2,10,1.0,1.0,0.3,0.8,1.0,0.0,logd,GP,PDV,,gp,logd,pdv,legacy
test,legacy,0.8,2,11,1.0,1.0,0.3,0.8,1.0,0.0,logd,GP,PDV,,gp,logd,pdv,legacy
test,legacy,0.8,2,12,1.0,1.0,0.3,0.8,1.0,0.0,logd,GP,PDV,,gp,logd,pdv,legacy
test,legacy,0.8,2,13,1.0,1.0,0.3,0.8,1.0,0.0,logd,GP,PDV,,gp,logd,pdv,legacy
test,legacy,0.8,2,14,1.0,1.0,0.3,0.8,1.0,0.0,logd,GP,PDV,,gp,logd,pdv,legacy
test,legacy,0.8,2,15,1.0,1.0,0.3,0.8,1.0,0.0,logd,GP,PDV,,gp,logd,pdv,legacy
test,legacy,0.8,2,16,1.0,1.0,0.3,0.8,1.0,0.0,logd,GP,PDV,,gp,logd,pdv,legacy
test,legacy,0.8,2,17,1.0,1.0,0.3,0.8,1.0,0.0,logd,GP,PDV,,gp,logd,pdv,legacy
test,legacy,0.8,2,18,1.0,1.0,0.3,0.8,1.0,0.0,logd,GP,PDV,,gp,logd,pdv,legacy
test,legacy,0.8,2,19,1.0,1.0,0.3,0.8,1.0,0.0,logd,GP,PDV,,gp,logd,pdv,legacy
test,legacy,0.9,2,0,1.0,1.0,0.3,0.9,1.0,0.0,logd,GP,PDV,,gp,logd,pdv,legacy
test,legacy,0.9,2,1,1.0,1.0,0.3,0.9,1.0,0.0,logd,GP,PDV,,gp,logd,pdv,legacy
test,legacy,0.9,2,2,1.0,1.0,0.3,0.9,1.0,0.0,logd,GP,PDV,,gp,logd,pdv,legacy
test,legacy,0.9,2,3,1.0,1.0,0.3,0.9,1.0,0.0,logd,GP,PDV,,gp,logd,pdv,legacy
test,legacy,0.9,2,4,1.0,1.0,0.3,0.9,1.0,0.0,logd,GP,PDV,,gp,logd,pdv,legacy
test,legacy,0.9,2,5,1.0,1.0,0.3,0.9,1.0,0.0,logd,GP,PDV,,gp,logd,pdv,legacy
test,legacy,0.9,2,6,1.0,1.0,0.3,0.9,1.0,0.0,logd,GP,PDV,,gp,logd,pdv,legacy
test,legacy,0.9,2,7,1.0,1.0,0.3,0.9,1.0,0.0,logd,GP,PDV,,gp,logd,pdv,legacy
test,legacy,0.9,2,8,1.0,1.0,0.3,0.9,1.0,0.0,logd,GP,PDV,,gp,logd,pdv,legacy
test,legacy,0.9,2,9,1.0,1.0,0.3,0.9,1.0,0.0,logd,GP,PDV,,gp,logd,pdv,legacy
test,legacy,0.9,2,10,1.0,1.0,0.3,0.9,1.0,0.0,logd,GP,PDV,,gp,logd,pdv,legacy
test,legacy,0.9,2,11,1.0,1.0,0.3,0.9,1.0,0.0,logd,GP,PDV,,gp,logd,pdv,legacy
test,legacy,0.9,2,12,1.0,1.0,0.3,0.9,1.0,0.0,logd,GP,PDV,,gp,logd,pdv,legacy
test,legacy,0.9,2,13,1.0,1.0,0.3,0.9,1.0,0.0,logd,GP,PDV,,gp,logd,pdv,legacy
test,legacy,0.9,2,14,1.0,1.0,0.3,0.9,1.0,0.0,logd,GP,PDV,,gp,logd,pdv,legacy
test,legacy,0.9,2,15,1.0,1.0,0.3,0.9,1.0,0.0,logd,GP,PDV,,gp,logd,pdv,legacy
test,legacy,0.9,2,16,1.0,1.0,0.3,0.9,1.0,0.0,logd,GP,PDV,,gp,logd,pdv,legacy
test,legacy,0.9,2,17,1.0,1.0,0.3,0.9,1.0,0.0,logd,GP,PDV,,gp,logd,pdv,legacy
test,legacy,0.9,2,18,1.0,1.0,0.3,0.9,1.0,0.0,logd,GP,PDV,,gp,logd,pdv,legacy
test,legacy,0.9,2,19,1.0,1.0,0.3,0.9,1.0,0.0,logd,GP,PDV,,gp,logd,pdv,legacy
test,legacy,1.0,2,0,1.0,1.0,0.3,1.0,1.0,0.0,logd,GP,PDV,,gp,logd,pdv,legacy
test,legacy,1.0,2,1,1.0,1.0,0.3,1.0,1.0,0.0,logd,GP,PDV,,gp,logd,pdv,legacy
test,legacy,1.0,2,2,1.0,1.0,0.3,1.0,1.0,0.0,logd,GP,PDV,,gp,logd,pdv,legacy
test,legacy,1.0,2,3,1.0,1.0,0.3,1.0,1.0,0.0,logd,GP,PDV,,gp,logd,pdv,legacy
test,legacy,1.0,2,4,1.0,1.0,0.3,1.0,1.0,0.0,logd,GP,PDV,,gp,logd,pdv,legacy
test,legacy,1.0,2,5,1.0,1.0,0.3,1.0,1.0,0.0,logd,GP,PDV,,gp,logd,pdv,legacy
test,legacy,1.0,2,6,1.0,1.0,0.3,1.0,1.0,0.0,logd,GP,PDV,,gp,logd,pdv,legacy
test,legacy,1.0,2,7,1.0,1.0,0.3,1.0,1.0,0.0,logd,GP,PDV,,gp,logd,pdv,legacy
test,legacy,1.0,2,8,1.0,1.0,0.3,1.0,1.0,0.0,logd,GP,PDV,,gp,logd,pdv,legacy
test,legacy,1.0,2,9,1.0,1.0,0.3,1.0,1.0,0.0,logd,GP,PDV,,gp,logd,pdv,legacy
test,legacy,1.0,2,10,1.0,1.0,0.3,1.0,1.0,0.0,logd,GP,PDV,,gp,logd,pdv,legacy
test,legacy,1.0,2,11,1.0,1.0,0.3,1.0,1.0,0.0,logd,GP,PDV,,gp,logd,pdv,legacy
test,legacy,1.0,2,12,1.0,1.0,0.3,1.0,1.0,0.0,logd,GP,PDV,,gp,logd,pdv,legacy
test,legacy,1.0,2,13,1.0,1.0,0.3,1.0,1.0,0.0,logd,GP,PDV,,gp,logd,pdv,legacy
test,legacy,1.0,2,14,1.0,1.0,0.3,1.0,1.0,0.0,logd,GP,PDV,,gp,logd,pdv,legacy
test,legacy,1.0,2,15,1.0,1.0,0.3,1.0,1.0,0.0,logd,GP,PDV,,gp,logd,pdv,legacy
test,legacy,1.0,2,16,1.0,1.0,0.3,1.0,1.0,0.0,logd,GP,PDV,,gp,logd,pdv,legacy
test,legacy,1.0,2,17,1.0,1.0,0.3,1.0,1.0,0.0,logd,GP,PDV,,gp,logd,pdv,legacy
test,legacy,1.0,2,18,1.0,1.0,0.3,1.0,1.0,0.0,logd,GP,PDV,,gp,logd,pdv,legacy
